block_id,page,section,text,language,block_type,status,pair_id
p032_b0011,32,3.2.1.1,3.2.8 品质部Quality,mixed,paragraph,standalone,
p032_b0012,32,3.2.1.1,3.2.8.1 品质经理,zh,paragraph,paired,chunk_004_pair_005
p032_b0013,32,3.2.1.1,Quality Manager,en,paragraph,paired,chunk_004_pair_005
p032_b0014,32,3.2.1.1,3.2.8.1.1 制订、实施及改进质量管理体系。,zh,paragraph,paired,chunk_004_pair_006
p032_b0015,32,3.2.1.1,"Define, implement and improve the Quality Management System",en,paragraph,paired,chunk_004_pair_006
p032_b0016,32,3.2.1.1,3.2.8.1.2 参与及协助解决生产及其它活动中发生的质量问题。,zh,paragraph,paired,chunk_004_pair_007
p032_b0017,32,3.2.1.1,Participate and assist in resolving quality related problems arising in the production or other activities.,en,paragraph,paired,chunk_004_pair_007
p032_b0018,32,3.2.1.1,3.2.8.1.3 确保客户投诉得到及时的跟进处理。,zh,paragraph,paired,chunk_004_pair_008
p032_b0019,32,3.2.1.1,Ensure that customer complaints are followed and resolved in a timely manner.,en,paragraph,paired,chunk_004_pair_008
p032_b0020,32,3.2.1.1,3.2.8.1.4 推广质量意识及质量改善。,zh,paragraph,paired,chunk_004_pair_009
p032_b0021,32,3.2.1.1,Promotion of quality concepts and quality improvement.,en,paragraph,paired,chunk_004_pair_009
p032_b0022,32,3.2.1.1,3.2.8.1.5 管理及处理有关法规有关之事宜。,zh,paragraph,paired,chunk_004_pair_010
p032_b0023,32,3.2.1.1,Manage and handle regulatory affairs.,en,paragraph,paired,chunk_004_pair_010
p032_b0024,32,3.2.1.1,3.2.8.1.6 管理内部质量审核活动。,zh,paragraph,paired,chunk_004_pair_011
p032_b0025,32,3.2.1.1,Manage and conduct internal quality audit program. 3.2.8.2 品质工程师,mixed,paragraph,paired,chunk_004_pair_011
p032_b0026,32,3.2.1.1,Quality Engineer,en,paragraph,standalone,
p032_b0027,32,3.2.1.1,3.2.8.2.1 负责测量仪器的校准,zh,paragraph,paired,chunk_004_pair_012
p032_b0028,32,3.2.1.1,Be responsible for the instruments’ calibration.,en,paragraph,paired,chunk_004_pair_012
p032_b0029,32,3.2.1.1,3.2.8.2.2 执行抽样计划、生产线及产品失效分析,zh,paragraph,paired,chunk_004_pair_013
p032_b0030,32,3.2.1.1,"Conduct sampling plan, and Production Line and Product Defect Analysis. 3.2.8.3 品质主管",mixed,paragraph,paired,chunk_004_pair_013
p032_b0031,32,3.2.1.1,Quality Supervisor,en,paragraph,standalone,
p032_b0032,32,3.2.1.1,3.2.8.3.1 指导下属处理来料检查，制程检查、最终检查及出货检查。,zh,paragraph,paired,chunk_004_pair_014
p032_b0033,32,3.2.1.1,"Supervise subordinates to conduct inspections, including Incoming",en,paragraph,paired,chunk_004_pair_014
p032_b0034,32,3.2.1.1,"inspection, In-Process inspection and Final inspection.",en,paragraph,paired,chunk_004_pair_014
p032_b0035,32,3.2.1.1,3.2.8.3.2 协助品质经理建立质量管理体系,zh,paragraph,paired,chunk_004_pair_015
p033_b0001,33,3.2.1.1,质量管理体系Quality Management System 文件编号Doc No.： QM01,mixed,header_footer,header_footer,
p033_b0002,33,3.2.1.1,文件版本Doc Rev.： N CR2670 DR0562,mixed,header_footer,header_footer,
p033_b0003,33,3.2.1.1,页次Page No.： 第33页共83页,mixed,paragraph,header_footer,
p033_b0004,33,3.2.1.1,文 件 名 称 Document Name: 质 量 手 册 Quality Manual,mixed,paragraph,header_footer,
p033_b0006,33,3.2.1.1,Assist Quality Manager to establish a Quality Management System.,en,paragraph,paired,chunk_004_pair_015
p033_b0007,33,3.2.1.1,3.2.8.3.3 协助纠正预防措施行动的跟进。,zh,paragraph,paired,chunk_004_pair_016
p033_b0008,33,3.2.1.1,Assist Corrective and Preventive Activities follow-up. 3.2.9 行政人事主管 Admin. & Personnel Supervisor,mixed,paragraph,paired,chunk_004_pair_016
p033_b0009,33,3.2.1.1,3.2.9.1 负责人力资源的规划、招聘、培训、考核、实施与跟进。,zh,paragraph,paired,chunk_004_pair_017
p033_b0010,33,3.2.1.1,"Be responsible for recruiting, planning, training, performance appraisal, implementation and follow-up of human resources. 3.2.9.2 负责编制公司年度培训计划幷组织实施。",mixed,paragraph,paired,chunk_004_pair_017
p033_b0011,33,3.2.1.1,Be responsible for scheduling and implementing the annual training plan of the company. 3.2.9.3 负责各级人员薪资制定、职位的初核及工资的核算与计发。,mixed,paragraph,paired,chunk_004_pair_018
p033_b0012,33,3.2.1.1,"Be responsible for the initial audit for the emolument and position of each level of staff, and the calculation and verification of wages and salaries. 3.2.9.4 负责制定行政、人事部门的工作执行方案，幷跟进执行。",mixed,paragraph,paired,chunk_004_pair_018
p033_b0013,33,3.2.1.1,"Be responsible for developing, implementation and monitoring the action plans for Administration and Personnel. 3.2.9.5 负责督导居住证、保险的办理及劳动合同的签订。",mixed,paragraph,paired,chunk_004_pair_019
p033_b0014,33,3.2.1.1,"Be responsible for preparing employment contracts, residential permit and insurance matters. 3.2.9.6 负责督导、协调下属各部门工作效率的提升及工作目标的达成。",mixed,paragraph,paired,chunk_004_pair_019
p033_b0015,33,3.2.1.1,Be responsible for monitoring and coordinating the subordinates of each department in relation to performance improvement and the meeting of job objectives. 3.2.10 临床专家 Clinical Specialist,mixed,paragraph,standalone,
p033_b0016,33,3.2.1.1,3.2.10.1 负责MediConcepts Group 所有临床相关事宜,mixed,paragraph,missing_english,chunk_004_pair_020
p033_b0017,33,3.2.1.1,Responsible for all clinical matters in relation to the MediConcepts Group.,en,paragraph,standalone,
p033_b0018,33,3.2.1.1,"3.2.11 法規符合性負責人Person responsible for regulatory compliance, PRRC",mixed,paragraph,standalone,
p033_b0019,33,3.2.1.1,3.2.11.1 資格證明要求,zh,paragraph,paired,chunk_005_pair_001
p033_b0020,33,3.2.1.1,Qualification requirements,en,paragraph,paired,chunk_005_pair_001
p033_b0021,33,3.2.1.1,3.2.11.1.1 製造商應在其組織內至少配備一名負責監管合規的人員，這些人員應具備,zh,paragraph,paired,chunk_005_pair_002
p033_b0022,33,3.2.1.1,醫療器械領域的必要專業知識。必要的專業知識應通過以下任一項資格證 明： (a) 獲得相關歐盟會員國承認的法律，醫學，藥學，工程學或其他相關科學 學科的大學學位或課程認可後授予文憑、證書或其他具有正式資格的證明， 並且至少具有一年醫療器材的法規事務或品質管理系統的專業經驗；或 (b) 有四年的專業經驗在與醫療器材相關的法規事務或品質管理系統方面。,mixed,paragraph,paired,chunk_005_pair_002
p033_b0023,33,3.2.1.1,Manufacturers shall have available within their organisation at least one person,en,paragraph,paired,chunk_005_pair_002
p033_b0024,33,3.2.1.1,responsible for regulatory compliance who possesses the requisite expertise in the field of medical devices. The requisite expertise shall be demonstrated by,en,paragraph,paired,chunk_005_pair_002
p034_b0001,34,3.2.1.1,质量管理体系Quality Management System 文件编号Doc No.： QM01,mixed,header_footer,header_footer,
p034_b0002,34,3.2.1.1,文件版本Doc Rev.： N CR2670 DR0562,mixed,header_footer,header_footer,
p034_b0003,34,3.2.1.1,页次Page No.： 第34页共83页,mixed,paragraph,header_footer,
p034_b0004,34,3.2.1.1,文 件 名 称 Document Name: 质 量 手 册 Quality Manual,mixed,paragraph,header_footer,
p034_b0006,34,3.2.1.1,"either of the following qualifications: (a) a diploma, certificate or other evidence of formal qualification, awarded on completion of a university degree or of a course of study recognised as equivalent by the Member State concerned, in law, medicine, pharmacy, engineering or another relevant scientific discipline, and at least one year of professional experience in regulatory affairs or in quality management systems relating to medical devices; (b) four years of professional experience in regulatory affairs or in quality management systems relating to medical devices. 3.2.11.2 職責",mixed,paragraph,paired,chunk_005_pair_002
p034_b0007,34,3.2.1.1,Responsibilities (a) 在器材被放行前，根據製造器材的品質管理系統對器材的符合性進行適 當的檢查;,mixed,paragraph,paired,chunk_005_pair_003
p034_b0008,34,3.2.1.1,(b) 制定並保持最新之技術文件和歐盟符合性聲明; (c)遵守MDR Article 10 (10) 或IVDR Article 10(9)上市後監督義務; (d)依MDR Article 87 及88 或IVDR Article 82 及86 系統化紀錄和報告嚴重事 件及現場安全矯正措施;,mixed,paragraph,paired,chunk_005_pair_003
p034_b0009,34,3.2.1.1,"(a) the conformity of the devices is appropriately checked, in accordance with the quality management system under which the devices are manufactured, before a device is released; (b) the technical documentation and the EU declaration of conformity are drawn up and kept up-to-date; (c) the post-market surveillance obligations are complied with in accordance with Article 10(10); (d) the reporting obligations referred to in Articles 87 to 91 are fulfilled;",en,paragraph,paired,chunk_005_pair_003
p034_b0010,34,3.2.1.1,管理者代表被委任为法規符合性負責人。,zh,paragraph,paired,chunk_005_pair_004
p034_b0011,34,3.2.1.1,"The Management Representative is appointed as the Person responsible for regulatory compliance, PRRC. 副管理者代表被委任为副法規符合性負責人。",mixed,paragraph,paired,chunk_005_pair_004
p034_b0012,34,3.2.1.1,"The deputy of Management Representative is appointed as the back up of Person responsible for regulatory compliance, PRRC.",en,paragraph,standalone,
p034_b0013,34,3.2.1.1,3.2.12 項目經理 Program Manager,mixed,paragraph,standalone,
p034_b0014,34,3.2.1.1,3.2.12.1.1 Responsibilities,en,paragraph,standalone,
p034_b0015,34,3.2.1.1,3.1.1.1.1.1 向董事总经理和总经理汇报所有項目發展事宜,zh,paragraph,paired,chunk_005_pair_005
p034_b0016,34,3.2.1.1,Be responsible to the Managing Director and General Manager for all project development matters. 3.1.1.1.1.2 與客戶保持聯繫並定時更新項目進度,mixed,paragraph,paired,chunk_005_pair_005
p034_b0017,34,3.2.1.1,Maintain communication with customers and provide regular updates on,en,paragraph,standalone,
p035_b0001,35,3.2.1.1,质量管理体系Quality Management System 文件编号Doc No.： QM01,mixed,header_footer,header_footer,
p035_b0002,35,3.2.1.1,文件版本Doc Rev.： N CR2670 DR0562,mixed,header_footer,header_footer,
p035_b0003,35,3.2.1.1,页次Page No.： 第35页共83页,mixed,paragraph,header_footer,
p035_b0004,35,3.2.1.1,文 件 名 称 Document Name: 质 量 手 册 Quality Manual,mixed,paragraph,header_footer,
p035_b0006,35,3.2.1.1,project progress. 3.1.1.1.1.3 監察項目進度並確保達成所有已制定好的里程碑,mixed,paragraph,paired,chunk_005_pair_006
p035_b0007,35,3.2.1.1,Monitor project progress and ensure all established milestones are successfully achieved 3.1.1.1.1.4 協調各部門的資源和工作，確保項目進度是如期進行,mixed,paragraph,paired,chunk_005_pair_007
p035_b0008,35,3.2.1.1,Coordinate resources and tasks across departments to ensure that project progress proceeds as scheduled. 3.1.1.1.1.5 保持所有已發行文件的追溯性,mixed,paragraph,paired,chunk_005_pair_008
p035_b0009,35,3.2.1.1,Maintain traceability of all released documentation 3.1.1.1.1.6 確保品質管理系統的實施和發行是符合ISO13485 和 歐盟醫療器械法,mixed,paragraph,paired,chunk_005_pair_009
p035_b0010,35,3.2.1.1,規,zh,paragraph,paired,chunk_005_pair_009
p035_b0011,35,3.2.1.1,Ensure the deployment and establishment of quality management system is in full compliance with ISO 13485 and EU MDR. 3.1.1.1.1.7 監督和確保設計歷史文檔(DHF) 和器械主記錄(DMR) 的完整性是符合,mixed,paragraph,paired,chunk_005_pair_009
p035_b0012,35,3.2.1.1,技術文檔提交要求,zh,paragraph,paired,chunk_005_pair_010
p035_b0013,35,3.2.1.1,Oversee and ensure the integrity of Design History File (DHF) and Device Master Record (DMR) fulfills the requirement of technical document submission,en,paragraph,paired,chunk_005_pair_010
p036_b0001,36,3.2.1.1,质量管理体系Quality Management System 文件编号Doc No.： QM01,mixed,header_footer,header_footer,
p036_b0002,36,3.2.1.1,文件版本Doc Rev.： N CR2670 DR0562,mixed,header_footer,header_footer,
p036_b0003,36,3.2.1.1,页次Page No.： 第36页共83页,mixed,paragraph,header_footer,
p036_b0004,36,3.2.1.1,文 件 名 称 Document Name: 质 量 手 册 Quality Manual,mixed,paragraph,header_footer,
p036_b0006,36,4.0,4.0 质量管理体系Quality Management System,mixed,heading,standalone,
p036_b0007,36,4.1,4.1 总则General requirements,mixed,heading,standalone,
p036_b0008,36,4.1.1,4.1.1 集团公司按照0.4.1 所列标准的要求将质量管理体系形成文件并保持其有效性。,zh,heading,paired,chunk_005_pair_011
p036_b0009,36,4.1.1,Company produces quality management system documents according to the requirement,en,paragraph,paired,chunk_005_pair_011
p036_b0010,36,4.1.1,stated in section 0.4.1 and ensure its effectiveness. 整个公司质量管理体系所需的过程及其在整个组织的应用，均于第5、6、7 和8 节确定。,mixed,paragraph,paired,chunk_005_pair_011
p036_b0011,36,4.1.1,"The overall company processes of Quality Management System and their application throughout the organization are identified in Chapter 5, 6, 7 and 8.. 4.1.2 核心/主要过程的流程图在附录Ⅰ描述。",mixed,paragraph,paired,chunk_006_pair_001
p036_b0012,36,4.1.1,A Flow chart of the core/major processes is shown in Appendix I. 总经理协同各部门经理基于0.4.1 所列标准要求的风险的方法对各部门过程进行控制管理。,mixed,paragraph,paired,chunk_006_pair_002
p036_b0013,36,4.1.1,General manager and department mangers control and manage the processes in each department according to the requirement stated in section 0.4.1. 4.1.3 公司董事、总监及部门经理负责：,mixed,paragraph,paired,chunk_006_pair_003
p036_b0014,36,4.1.1,Company directors and department managers are responsible to: a) 确定所需的准则和方法，以确保这些过程的有效运行和控制；,mixed,paragraph,paired,chunk_006_pair_004
p036_b0015,36,4.1.1,Determine criteria and methods needed to ensure that both the operation and control of these processes are effective; b) 确保可获得必要的资源和信息，以支持这些过程的运行和对这些过程的监视；,mixed,paragraph,paired,chunk_006_pair_005
p036_b0016,36,4.1.1,Ensure the availability of resources and information necessary to support the operation and monitoring of these processes; c) 实施必要的措施，以实现这些过程策划的结果并保持这些过程的有效性；,mixed,paragraph,paired,chunk_006_pair_006
